1 KEY_ZL 0;0 0;0
2 NONE 0;0 0;0
3 NONE 0;0 0;0
4 NONE 0;0 0;0
5 NONE 0;0 0;0
6 KEY_ZL 0;0 0;0
771 NONE 32000;-7048 0;0
772 NONE 32000;-7048 0;0
773 NONE 32000;-7048 0;0
774 NONE 32000;-7048 0;0
775 NONE 32000;-7048 0;0
776 NONE 32000;-7048 0;0
777 NONE 32000;-7048 0;0
778 NONE 32000;-7048 0;0
779 NONE 32000;-7048 0;0
780 NONE 32000;-7048 0;0
781 NONE 32000;-7048 0;0
782 NONE 32000;-7048 0;0
783 NONE 32000;-7048 0;0
784 NONE 32000;-7048 0;0
785 NONE 32000;-7048 0;0
786 NONE 32000;-7048 0;0
787 NONE 32000;-7048 0;0
788 NONE 32000;-7048 0;0
789 NONE 0;0 0;0
790 NONE 0;0 0;0
791 NONE 0;0 0;0
792 NONE 0;0 0;0
793 NONE 0;0 0;0
794 NONE 0;0 0;0
795 NONE 0;0 0;0
796 NONE 0;0 0;0
797 NONE 0;0 0;0
798 NONE 0;0 0;0
799 NONE 0;0 0;0
800 NONE 0;0 0;0
801 NONE 0;0 0;0
802 NONE 0;0 0;0
803 NONE 0;0 0;0
804 NONE 0;0 0;0
805 NONE 0;0 0;0
806 NONE 0;0 0;0
807 NONE 0;0 0;0
808 NONE 0;0 0;0
809 NONE 0;0 0;0
810 NONE 0;0 0;0
811 NONE 0;0 0;0
812 NONE 0;0 0;0
813 NONE 0;0 0;0
814 NONE 0;0 0;0
815 NONE 0;0 0;0
816 NONE 0;0 0;0
817 NONE 0;0 0;0
818 NONE 0;0 0;0
819 NONE -10000;-31203 0;0
820 NONE -10000;-31203 0;0
821 NONE -10000;-31203 0;0
822 NONE -10000;-31203 0;0
823 NONE -10000;-31203 0;0
824 NONE -10000;-31203 0;0
825 NONE -10000;-31203 0;0
826 NONE -10000;-31203 0;0
827 KEY_R 0;0 0;0
828 NONE 0;0 0;0
829 NONE 0;0 0;0
830 NONE 0;0 0;0
831 NONE 0;0 0;0
832 NONE 0;0 0;0
833 NONE 0;0 0;0
834 NONE 0;0 0;0
835 NONE 0;0 0;0
836 NONE 0;0 0;0
837 NONE 0;0 0;0
838 NONE 0;0 0;0
839 NONE 0;0 0;0
840 NONE 0;0 0;0
841 NONE 0;0 0;0
842 NONE 0;0 0;0
843 NONE 0;0 0;0
844 NONE 0;0 0;0
845 NONE 0;0 0;0
846 NONE 0;0 0;0
847 NONE 0;0 0;0
848 NONE 0;0 0;0
849 NONE 0;0 0;0
850 NONE 0;0 0;0
851 NONE 0;0 0;0
852 NONE 0;0 0;0
853 NONE 0;0 0;0
854 NONE 0;0 0;0
855 NONE 0;0 0;0
856 NONE 0;0 0;0
857 NONE 0;0 0;0
858 KEY_B 0;0 0;0
859 KEY_B 0;0 0;0
860 KEY_B 0;0 0;0
861 KEY_B 0;0 0;0
862 KEY_B 0;0 0;0
863 NONE 0;32000 0;0
864 NONE -28377;-16383 0;0
865 NONE 28377;-16383 0;0
866 NONE 0;32000 0;0
867 NONE -28377;-16383 0;0
868 NONE 28377;-16383 0;0
869 NONE 0;32000 0;0
870 NONE -28377;-16383 0;0
871 NONE 28377;-16383 0;0
872 NONE 0;32000 0;0
873 NONE -28377;-16383 0;0
874 NONE 28377;-16383 0;0
875 NONE 0;32000 0;0
876 NONE -28377;-16383 0;0
877 NONE 28377;-16383 0;0
878 NONE 0;32000 0;0
879 NONE -28377;-16383 0;0
880 NONE 28377;-16383 0;0
881 NONE 0;32000 0;0
882 NONE -28377;-16383 0;0
883 NONE 28377;-16383 0;0
884 NONE 0;32000 0;0
885 NONE -28377;-16383 0;0
886 NONE 28377;-16383 0;0
887 NONE 0;32000 0;0
888 NONE -28377;-16383 0;0
889 NONE 28377;-16383 0;0
890 NONE 0;32000 0;0
891 NONE -28377;-16383 0;0
892 NONE 28377;-16383 0;0
893 NONE 0;32000 0;0
894 NONE -28377;-16383 0;0
895 NONE 28377;-16383 0;0
896 KEY_B 0;0 0;0
897 KEY_ZL -5000;32000 0;0
898 KEY_ZL -5000;32000 0;0
899 KEY_ZL -5000;32000 0;0
900 KEY_ZL -5000;32000 0;0
901 KEY_ZL -5000;32000 0;0
902 KEY_ZL -5000;32000 0;0
903 KEY_ZL -5000;32000 0;0
904 KEY_Y;KEY_ZL -5000;32000 0;0
905 KEY_Y -5000;32000 0;0
906 KEY_Y -5000;32000 0;0
907 KEY_Y -5000;32000 0;0
908 KEY_Y -5000;32000 0;0
909 KEY_Y -5000;32000 0;0
910 KEY_Y -5000;32000 0;0
911 KEY_Y -5000;32000 0;0
912 KEY_Y -5000;32000 0;0
913 KEY_Y -5000;32000 0;0
914 KEY_Y -5000;32000 0;0
915 KEY_Y -5000;32000 0;0
916 KEY_Y -5000;32000 0;0
917 KEY_Y -5000;32000 0;0
918 KEY_Y -5000;32000 0;0
919 KEY_Y -5000;32000 0;0
920 KEY_Y -5000;32000 0;0
921 KEY_Y -5000;32000 0;0
922 KEY_Y -5000;32000 0;0
923 KEY_Y -5000;32000 0;0
924 KEY_Y -5000;32000 0;0
925 KEY_Y -5000;32000 0;0
926 KEY_Y -5000;32000 0;0
927 KEY_Y -5000;32000 0;0
928 KEY_Y -5000;32000 0;0
929 KEY_Y -5000;32000 0;0
930 KEY_Y -5000;32000 0;0
931 KEY_Y -5000;32000 0;0
932 KEY_Y -5000;32000 0;0
933 KEY_Y -5000;32000 0;0
934 KEY_Y -5000;32000 0;0
935 KEY_Y -5000;32000 0;0
936 KEY_Y -5000;32000 0;0
937 KEY_Y -5000;32000 0;0
938 KEY_Y -5000;32000 0;0
939 KEY_Y -5000;32000 0;0
940 KEY_Y -5000;32000 0;0
941 KEY_Y -5000;32000 0;0
942 KEY_Y -5000;32000 0;0
943 KEY_Y -5000;32000 0;0
944 KEY_Y -5000;32000 0;0
945 KEY_Y -5000;32000 0;0
946 KEY_Y -5000;32000 0;0
947 KEY_Y -5000;32000 0;0
948 KEY_Y -5000;32000 0;0
949 KEY_Y -5000;32000 0;0
950 KEY_Y -5000;32000 0;0
951 KEY_Y -5000;32000 0;0
952 KEY_Y -5000;32000 0;0
953 KEY_Y -5000;32000 0;0
954 KEY_Y -5000;32000 0;0
955 KEY_Y -5000;32000 0;0
956 KEY_Y -5000;32000 0;0
957 KEY_Y -5000;32000 0;0
958 KEY_Y -5000;32000 0;0
959 KEY_Y -5000;32000 0;0
960 KEY_Y -5000;32000 0;0
961 KEY_Y -5000;32000 0;0
962 KEY_Y -5000;32000 0;0
963 KEY_Y -5000;32000 0;0
964 KEY_Y -5000;32000 0;0
965 KEY_Y -5000;32000 0;0
966 KEY_Y -5000;32000 0;0
967 KEY_Y -5000;32000 0;0
968 KEY_Y -5000;32000 0;0
969 KEY_Y -5000;32000 0;0
970 KEY_Y -5000;32000 0;0
971 KEY_Y -5000;32000 0;0
972 KEY_Y -5000;32000 0;0
973 KEY_Y -5000;32000 0;0
974 KEY_Y -5000;32000 0;0
975 KEY_Y -5000;32000 0;0
976 KEY_Y -5000;32000 0;0
977 KEY_Y -5000;32000 0;0
978 KEY_Y -5000;32000 0;0
979 KEY_Y -5000;32000 0;0
980 KEY_Y -5000;32000 0;0
981 KEY_Y -5000;32000 0;0
982 KEY_Y -5000;32000 0;0
983 KEY_Y -5000;32000 0;0
984 KEY_Y -5000;32000 0;0
985 KEY_Y -5000;32000 0;0
986 KEY_Y -5000;32000 0;0
987 KEY_Y -5000;32000 0;0
988 KEY_Y -5000;32000 0;0
989 KEY_Y -5000;32000 0;0
990 KEY_Y -5000;32000 0;0
991 KEY_Y -5000;32000 0;0
992 KEY_Y -5000;32000 0;0
993 KEY_Y -5000;32000 0;0
994 KEY_Y -5000;32000 0;0
995 KEY_Y -5000;32000 0;0
996 KEY_Y -5000;32000 0;0
997 KEY_Y -5000;32000 0;0
998 KEY_Y -5000;32000 0;0
999 KEY_Y -5000;32000 0;0
1000 KEY_Y -5000;32000 0;0
1001 KEY_Y -5000;32000 0;0
1002 KEY_Y -5000;32000 0;0
1003 KEY_Y -5000;32000 0;0
1004 KEY_Y -5000;32000 0;0
1005 KEY_Y -5000;32000 0;0
1006 KEY_Y -5000;32000 0;0
1007 KEY_Y -5000;32000 0;0
1008 KEY_Y -5000;32000 0;0
1009 KEY_Y -5000;32000 0;0
1010 KEY_Y -5000;32000 0;0
1011 KEY_Y -5000;32000 0;0
1012 KEY_Y -5000;32000 0;0
1013 KEY_Y -5000;32000 0;0
1014 KEY_Y -5000;32000 0;0
1015 KEY_Y -5000;32000 0;0
1016 KEY_Y -5000;32000 0;0
1017 KEY_Y -5000;32000 0;0
1018 KEY_Y -5000;32000 0;0
1019 KEY_Y -5000;32000 0;0
1020 KEY_Y -5000;32000 0;0
1021 KEY_Y -5000;32000 0;0
1022 KEY_Y -5000;32000 0;0
1023 KEY_Y -5000;32000 0;0
1024 KEY_Y -5000;32000 0;0
1025 KEY_Y -5000;32000 0;0
1026 KEY_Y -5000;32000 0;0
1027 KEY_Y -5000;32000 0;0
1028 KEY_Y -5000;32000 0;0
1029 KEY_Y -5000;32000 0;0
1030 KEY_Y -5000;32000 0;0
1031 KEY_Y -5000;32000 0;0
1032 KEY_Y -5000;32000 0;0
1033 KEY_Y -5000;32000 0;0
1034 KEY_Y -5000;32000 0;0
1035 KEY_Y -5000;32000 0;0
1036 KEY_Y -5000;32000 0;0
1037 KEY_Y -5000;32000 0;0
1038 KEY_Y -5000;32000 0;0
1039 KEY_Y -5000;32000 0;0
1040 KEY_Y -5000;32000 0;0
1041 KEY_Y -5000;32000 0;0
1042 KEY_Y -5000;32000 0;0
1043 KEY_Y -5000;32000 0;0
1044 KEY_Y -5000;32000 0;0
1045 KEY_Y -5000;32000 0;0
1046 KEY_Y -5000;32000 0;0
1047 KEY_Y -5000;32000 0;0
1048 KEY_Y -5000;32000 0;0
1049 KEY_Y -5000;32000 0;0
1050 KEY_Y -5000;32000 0;0
1051 KEY_Y -5000;32000 0;0
1052 KEY_Y -5000;32000 0;0
1053 KEY_Y -5000;32000 0;0
1054 KEY_Y -5000;32000 0;0
1055 KEY_Y -5000;32000 0;0
1056 KEY_Y -5000;32000 0;0
1057 KEY_Y -5000;32000 0;0
1058 KEY_Y -5000;32000 0;0
1059 KEY_Y -5000;32000 0;0
1060 KEY_Y -5000;32000 0;0
1061 KEY_Y -5000;32000 0;0
1062 KEY_Y -5000;32000 0;0
1063 KEY_Y -5000;32000 0;0
1064 KEY_Y -5000;32000 0;0
1065 KEY_Y -5000;32000 0;0
1066 KEY_Y -5000;32000 0;0
1067 KEY_Y -5000;32000 0;0
1068 KEY_Y -5000;32000 0;0
1069 KEY_Y -5000;32000 0;0
1070 KEY_Y -5000;32000 0;0
1071 KEY_Y -5000;32000 0;0
1072 KEY_Y -5000;32000 0;0
1073 KEY_Y -5000;32000 0;0
1074 KEY_Y -5000;32000 0;0
1075 KEY_Y -5000;32000 0;0
1076 KEY_X -23000;23000 0;0
1077 NONE -23000;23000 0;0
1078 NONE -23000;23000 0;0
1079 NONE -23000;23000 0;0
1080 NONE -23000;23000 0;0
1081 NONE -23000;23000 0;0
1082 NONE -23000;23000 0;0
1083 NONE -23000;23000 0;0
1084 NONE -23000;23000 0;0
1085 NONE -23000;23000 0;0
1086 NONE -23000;23000 0;0
1087 NONE -23000;23000 0;0
1088 NONE -23000;23000 0;0
1089 KEY_B 0;0 0;0
1090 NONE 0;0 0;0
1091 NONE 0;0 0;0
1092 NONE 0;0 0;0
1093 NONE 0;0 0;0
1094 NONE 0;0 0;0
1095 NONE 0;0 0;0
1096 NONE 0;0 0;0
1097 NONE 0;0 0;0
1098 NONE 0;0 0;0
1099 NONE 0;0 0;0
1100 NONE 0;0 0;0
1101 NONE 0;0 0;0
1102 NONE 0;0 0;0
1103 NONE 0;0 0;0
1104 NONE 0;0 0;0
1105 NONE 0;0 0;0
1106 NONE 0;0 0;0
1107 NONE 0;0 0;0
1108 NONE 0;0 0;0
1109 NONE 0;0 0;0
1110 NONE 0;0 0;0
1111 NONE 0;0 0;0
1112 NONE 0;0 0;0
1113 NONE 0;0 0;0
1114 KEY_Y 0;0 0;0
1115 NONE -23000;23000 0;0
1116 NONE -23000;23000 0;0
1117 NONE -23000;23000 0;0
1118 NONE -23000;23000 0;0
1119 NONE -23000;23000 0;0
1120 NONE -23000;23000 0;0
1121 NONE -23000;23000 0;0
1122 NONE -23000;23000 0;0
1123 NONE -23000;23000 0;0
1124 KEY_ZL 0;0 0;0
1125 KEY_Y 0;0 0;0
1126 NONE 0;32000 0;0
1127 NONE -28377;-16383 0;0
1128 NONE 28377;-16383 0;0
1129 NONE 0;32000 0;0
1130 NONE -28377;-16383 0;0
1131 NONE 28377;-16383 0;0
1132 NONE 0;32000 0;0
1133 NONE -28377;-16383 0;0
1134 NONE 28377;-16383 0;0
1135 NONE 0;32000 0;0
1136 NONE -28377;-16383 0;0
1137 NONE 28377;-16383 0;0
1138 NONE 0;32000 0;0
1139 NONE -28377;-16383 0;0
1140 NONE 28377;-16383 0;0
1141 NONE 0;32000 0;0
1142 NONE -28377;-16383 0;0
1143 NONE 28377;-16383 0;0
1144 NONE 0;32000 0;0
1145 NONE -28377;-16383 0;0
1146 NONE 28377;-16383 0;0
1147 NONE 0;32000 0;0
1148 NONE -28377;-16383 0;0
1149 NONE 28377;-16383 0;0
1150 NONE 0;32000 0;0
1151 NONE -28377;-16383 0;0
1152 NONE 28377;-16383 0;0
1153 NONE 0;32000 0;0
1154 NONE -28377;-16383 0;0
1155 NONE 28377;-16383 0;0
1156 NONE 0;32000 0;0
1157 NONE -28377;-16383 0;0
1158 NONE 28377;-16383 0;0
1159 KEY_B 0;0 0;0
1160 KEY_ZL -26000;19941 0;0
1161 KEY_ZL -26000;19941 0;0
1162 KEY_ZL -26000;19941 0;0
1163 KEY_ZL -26000;19941 0;0
1164 KEY_ZL -26000;19941 0;0
1165 KEY_ZL -26000;19941 0;0
1166 KEY_ZL -26000;19941 0;0
1167 KEY_Y;KEY_ZL -26000;19941 0;0
1168 KEY_Y -26000;19941 0;0
1169 KEY_Y -26000;19941 0;0
1170 KEY_Y -26000;19941 0;0
1171 KEY_Y -26000;19941 0;0
1172 KEY_Y -26000;19941 0;0
1173 KEY_Y -26000;19941 0;0
1174 KEY_Y -26000;19941 0;0
1175 KEY_Y -26000;19941 0;0
1176 KEY_Y -26000;19941 0;0
1177 KEY_Y -26000;19941 0;0
1178 NONE -26000;19941 0;0
1179 NONE -26000;19941 0;0
1180 NONE -26000;19941 0;0
1181 NONE -26000;19941 0;0
1182 NONE -26000;19941 0;0
1183 NONE -26000;19941 0;0
1184 NONE -26000;19941 0;0
1185 NONE -26000;19941 0;0
1186 NONE -26000;19941 0;0
1187 NONE -26000;19941 0;0
1188 NONE -26000;19941 0;0
1189 NONE -26000;19941 0;0
1190 NONE -26000;19941 0;0
1191 NONE -26000;19941 0;0
1192 NONE -26000;19941 0;0
1193 NONE -26000;19941 0;0
1194 NONE -26000;19941 0;0
1195 NONE -26000;19941 0;0
1196 NONE -26000;19941 0;0
1197 NONE -26000;19941 0;0
1198 NONE -26000;19941 0;0
1199 NONE -26000;19941 0;0
1200 NONE -26000;19941 0;0
1201 NONE -26000;19941 0;0
1202 NONE -26000;19941 0;0
1203 NONE -26000;19941 0;0
1204 NONE -26000;19941 0;0
1205 NONE -26000;19941 0;0
1206 NONE -26000;19941 0;0
1207 NONE -26000;19941 0;0
1208 NONE -26000;19941 0;0
1209 NONE -26000;19941 0;0
1210 NONE -26000;19941 0;0
1211 NONE -26000;19941 0;0
1212 NONE -26000;19941 0;0
1213 NONE -26000;19941 0;0
1214 NONE -26000;19941 0;0
1215 NONE -26000;19941 0;0
1216 NONE -26000;19941 0;0
1217 NONE -26000;19941 0;0
1218 NONE -26000;19941 0;0
1219 NONE -26000;19941 0;0
1220 NONE -26000;19941 0;0
1221 NONE -26000;19941 0;0
1222 NONE -26000;19941 0;0
1223 NONE -26000;19941 0;0
1224 NONE -26000;19941 0;0
1225 NONE -26000;19941 0;0
1226 NONE -26000;19941 0;0
1227 NONE -26000;19941 0;0
1228 NONE -26000;19941 0;0
1229 NONE -26000;19941 0;0
1230 NONE -26000;19941 0;0
1231 NONE -26000;19941 0;0
1232 NONE -26000;19941 0;0
1233 NONE -26000;19941 0;0
1234 NONE -26000;19941 0;0
1235 NONE -26000;19941 0;0
1236 NONE -26000;19941 0;0
1237 NONE -26000;19941 0;0
1238 NONE -26000;19941 0;0
1239 NONE -26000;19941 0;0
1240 NONE -26000;19941 0;0
1241 NONE -26000;19941 0;0
1242 NONE -26000;19941 0;0
1243 NONE -26000;19941 0;0
1244 NONE -26000;19941 0;0
1245 NONE -26000;19941 0;0
1246 NONE -26000;19941 0;0
1247 NONE -26000;19941 0;0
1248 NONE 0;32000 0;0
1249 NONE -28377;-16383 0;0
1250 NONE 28377;-16383 0;0
1251 NONE 0;32000 0;0
1252 NONE -28377;-16383 0;0
1253 NONE 28377;-16383 0;0
1254 NONE 0;32000 0;0
1255 NONE -28377;-16383 0;0
1256 NONE 28377;-16383 0;0
1257 NONE 0;32000 0;0
1258 NONE -28377;-16383 0;0
1259 NONE 28377;-16383 0;0
1260 NONE 0;32000 0;0
1261 NONE -28377;-16383 0;0
1262 NONE 28377;-16383 0;0
1263 NONE 0;32000 0;0
1264 NONE -28377;-16383 0;0
1265 NONE 28377;-16383 0;0
1266 NONE 0;32000 0;0
1267 NONE -28377;-16383 0;0
1268 NONE 28377;-16383 0;0
1269 NONE 0;32000 0;0
1270 NONE -28377;-16383 0;0
1271 NONE 28377;-16383 0;0
1272 NONE 0;32000 0;0
1273 NONE -28377;-16383 0;0
1274 NONE 28377;-16383 0;0
1275 NONE 0;32000 0;0
1276 NONE -28377;-16383 0;0
1277 NONE 28377;-16383 0;0
1278 NONE 0;32000 0;0
1279 NONE -28377;-16383 0;0
1280 NONE 28377;-16383 0;0
1281 KEY_B 0;0 0;0
1282 KEY_ZL -3000;32000 0;0
1283 KEY_ZL -3000;32000 0;0
1284 KEY_ZL -3000;32000 0;0
1285 KEY_ZL -3000;32000 0;0
1286 KEY_ZL -3000;32000 0;0
1287 KEY_ZL -3000;32000 0;0
1288 KEY_ZL -3000;32000 0;0
1289 KEY_B 0;0 0;0
1290 NONE 0;0 0;0
1291 NONE 0;0 0;0
1292 NONE 0;0 0;0
1293 NONE 0;0 0;0
1294 NONE 0;0 0;0
1295 NONE 0;0 0;0
1296 NONE 0;0 0;0
1297 NONE 0;0 0;0
1298 NONE 0;0 0;0
1299 NONE 0;0 0;0
1300 NONE 0;0 0;0
1301 NONE 0;0 0;0
1302 NONE 0;0 0;0
1303 NONE 0;0 0;0
1304 NONE 0;0 0;0
1305 NONE 0;0 0;0
1306 NONE 0;0 0;0
1307 NONE 0;0 0;0
1308 NONE 0;0 0;0
1309 NONE 0;0 0;0
1310 NONE 0;0 0;0
1311 NONE 0;0 0;0
1312 NONE 0;0 0;0
1313 NONE 0;0 0;0
1314 NONE 0;0 0;0
1315 NONE 0;0 0;0
1316 NONE 0;0 0;0
1317 NONE 0;0 0;0
1318 NONE 0;0 0;0
1319 NONE 0;0 0;0
1320 NONE 0;0 0;0
1321 NONE 0;0 0;0
1322 NONE 0;0 0;0
1323 NONE 0;0 0;0
1324 NONE 0;0 0;0
1325 NONE 0;0 0;0
1326 NONE 0;0 0;0
1327 NONE 0;0 0;0
1328 NONE 0;0 0;0
1329 NONE 0;0 0;0
1330 NONE 0;0 0;0
1331 NONE 0;0 0;0
1332 NONE 0;0 0;0
1333 NONE 0;0 0;0
1334 NONE 0;0 0;0
1335 NONE 0;0 0;0
1336 NONE 0;0 0;0
1337 NONE 0;0 0;0
1338 KEY_Y 0;0 0;0
1339 NONE 0;0 0;0
1340 NONE 0;0 0;0
1341 NONE 0;0 0;0
1342 NONE 0;0 0;0
1343 NONE 0;0 0;0
1344 NONE 0;0 0;0
1345 NONE 0;0 0;0
1346 NONE 0;0 0;0
1347 NONE 0;0 0;0
1348 NONE 0;0 0;0
1349 NONE 0;0 0;0
1350 NONE 0;0 0;0
1351 NONE 0;0 0;0
1352 NONE 0;0 0;0
1353 NONE 0;0 0;0
1354 NONE 0;0 0;0
1355 NONE 0;0 0;0
1356 KEY_ZL 0;0 0;0
1357 KEY_Y 0;0 0;0
1358 KEY_Y 0;0 0;0
1359 KEY_Y 0;0 0;0
1360 KEY_Y 0;0 0;0
1361 KEY_Y 0;0 0;0
1362 KEY_Y 0;0 0;0
1363 KEY_Y 0;0 0;0
1364 KEY_Y 0;0 0;0
1365 KEY_Y 0;0 0;0
1366 KEY_Y 0;0 0;0
1367 KEY_Y 0;0 0;0
1368 KEY_Y 0;0 0;0
1369 KEY_Y 0;0 0;0
1370 KEY_Y 0;0 0;0
1371 KEY_Y 0;0 0;0
1372 KEY_Y 0;0 0;0
1373 KEY_Y 0;0 0;0
1374 KEY_Y 0;0 0;0
1375 KEY_Y 0;0 0;0
1376 KEY_Y 0;0 0;0
1377 KEY_Y 0;0 0;0
1378 KEY_Y 0;0 0;0
1379 KEY_Y 0;0 0;0
1380 KEY_Y 0;0 0;0
1381 KEY_Y 0;0 0;0
1382 KEY_Y 0;0 0;0
1383 KEY_Y 0;0 0;0
1384 KEY_Y 0;0 0;0
1385 KEY_Y 0;0 0;0
1386 KEY_Y 0;0 0;0
1387 KEY_Y 0;0 0;0
1388 KEY_Y 0;0 0;0
1389 KEY_Y 0;0 0;0
1390 KEY_Y 0;0 0;0
1391 KEY_Y 0;0 0;0
1392 KEY_Y 0;0 0;0
1393 KEY_Y;KEY_X 0;0 0;0
1394 KEY_Y 0;0 0;0
1395 KEY_Y 0;0 0;0
1396 KEY_Y 0;0 0;0
1397 KEY_Y 0;0 0;0
1398 KEY_Y 0;0 0;0
1399 KEY_Y 0;0 0;0
1400 KEY_Y 0;0 0;0
1401 KEY_Y 0;0 0;0
1402 KEY_Y 0;0 0;0
1403 KEY_Y 0;0 0;0
1404 KEY_Y 0;0 0;0
1405 KEY_Y 0;0 0;0
1406 KEY_Y 0;0 0;0
1407 KEY_Y 0;0 0;0
1408 KEY_Y 0;0 0;0
1409 KEY_ZL;KEY_Y 0;0 0;0
1410 KEY_X;KEY_Y 0;0 0;0
1411 KEY_Y 0;0 0;0
1412 KEY_Y 0;0 0;0
1413 KEY_Y 0;0 0;0
1414 KEY_Y 0;0 0;0
1415 KEY_Y 0;0 0;0
1416 KEY_Y 0;0 0;0
1417 KEY_Y 0;0 0;0
1418 KEY_Y 0;0 0;0
1419 KEY_Y 0;0 0;0
1420 KEY_Y 0;0 0;0
1421 KEY_Y 0;0 0;0
1422 KEY_Y 0;0 0;0
1423 KEY_Y 0;0 0;0
1424 KEY_Y 0;0 0;0
1425 KEY_Y 0;0 0;0
1426 KEY_Y 0;0 0;0
1427 KEY_Y 0;0 0;0
1428 KEY_Y 0;0 0;0
1429 KEY_Y 0;0 0;0
1430 KEY_Y 0;0 0;0
1431 KEY_Y 0;0 0;0
1432 KEY_Y 0;0 0;0
1433 KEY_Y 0;0 0;0
1434 KEY_Y 0;0 0;0
1435 KEY_Y 0;0 0;0
1436 KEY_Y 0;0 0;0
1437 KEY_Y 0;0 0;0
1438 KEY_Y 0;0 0;0
1439 KEY_Y 0;0 0;0
1440 KEY_Y 0;0 0;0
1441 KEY_Y 0;0 0;0
1442 KEY_Y 0;0 0;0
1443 KEY_Y 0;0 0;0
1444 KEY_Y 0;0 0;0
1445 KEY_Y 0;0 0;0
1446 KEY_Y;KEY_X 0;0 0;0
1447 KEY_Y 0;0 0;0
1448 KEY_Y 0;0 0;0
1449 KEY_Y 0;0 0;0
1450 KEY_Y 0;0 0;0
1451 KEY_Y 0;0 0;0
1452 KEY_Y 0;0 0;0
1453 KEY_Y 0;0 0;0
1454 KEY_Y 0;0 0;0
1455 KEY_Y 0;0 0;0
1456 KEY_Y 0;0 0;0
1457 KEY_Y 0;0 0;0
1458 KEY_Y 0;0 0;0
1459 KEY_Y 0;0 0;0
1460 KEY_Y 0;0 0;0
1461 KEY_Y 0;0 0;0
1462 KEY_ZL;KEY_Y 0;0 0;0
1463 KEY_X;KEY_Y 0;0 0;0
1464 KEY_Y 0;0 0;0
1465 KEY_Y 0;0 0;0
1466 KEY_Y 0;0 0;0
1467 KEY_Y 0;0 0;0
1468 KEY_Y 0;0 0;0
1469 KEY_Y 0;0 0;0
1470 KEY_Y 0;0 0;0
1471 KEY_Y 0;0 0;0
1472 KEY_Y 0;0 0;0
1473 KEY_Y 0;0 0;0
1474 KEY_Y 0;0 0;0
1475 KEY_Y 0;0 0;0
1476 KEY_Y 0;0 0;0
1477 KEY_Y 0;0 0;0
1478 KEY_Y 0;0 0;0
1479 KEY_Y 0;0 0;0
1480 KEY_Y 0;0 0;0
1481 KEY_Y 0;0 0;0
1482 KEY_Y 0;0 0;0
1483 KEY_Y 0;0 0;0
1484 KEY_Y 0;0 0;0
1485 KEY_Y 0;0 0;0
1486 KEY_Y 0;0 0;0
1487 KEY_Y 0;0 0;0
1488 KEY_Y 0;0 0;0
1489 KEY_Y 0;0 0;0
1490 KEY_Y 0;0 0;0
1491 KEY_Y 0;0 0;0
1492 KEY_Y 0;0 0;0
1493 KEY_Y 0;0 0;0
1494 KEY_Y 0;0 0;0
1495 KEY_Y 0;0 0;0
1496 KEY_Y 0;0 0;0
1497 KEY_Y 0;0 0;0
1498 KEY_Y 0;0 0;0
1499 KEY_Y;KEY_X 0;0 0;0
1500 KEY_Y 0;0 0;0
1501 KEY_Y 0;0 0;0
1502 KEY_Y 0;0 0;0
1503 KEY_Y 0;0 0;0
1504 KEY_Y 0;0 0;0
1505 KEY_Y 0;0 0;0
1506 KEY_Y 0;0 0;0
1507 KEY_Y 0;0 0;0
1508 KEY_Y 0;0 0;0
1509 KEY_Y 0;0 0;0
1510 KEY_Y 0;0 0;0
1511 KEY_Y 0;0 0;0
1512 KEY_Y 0;0 0;0
1513 KEY_Y 0;0 0;0
1514 KEY_Y 0;0 0;0
1515 KEY_ZL;KEY_Y 0;0 0;0
1516 KEY_X;KEY_Y 0;0 0;0
1517 KEY_Y 0;0 0;0
1518 KEY_Y 0;0 0;0
1519 KEY_Y 0;0 0;0
1520 KEY_Y 0;0 0;0
1521 KEY_Y 0;0 0;0
1522 KEY_Y 0;0 0;0
1523 KEY_Y 0;0 0;0
1524 KEY_Y 0;0 0;0
1525 KEY_Y 0;0 0;0
1526 KEY_Y 0;0 0;0
1527 KEY_Y 0;0 0;0
1528 KEY_Y 0;0 0;0
1529 KEY_Y 0;0 0;0
1530 KEY_Y 0;0 0;0
1531 KEY_Y 0;0 0;0
1532 KEY_Y 0;0 0;0
1533 KEY_Y 0;0 0;0
1534 KEY_Y 0;0 0;0
1535 KEY_Y 0;0 0;0
1536 KEY_Y 0;0 0;0
1537 KEY_Y 0;0 0;0
1538 KEY_Y 0;0 0;0
1539 KEY_Y 0;0 0;0
1540 KEY_Y 0;0 0;0
1541 KEY_Y 0;0 0;0
1542 KEY_Y 0;0 0;0
1543 KEY_Y 0;0 0;0
1544 KEY_Y 0;0 0;0
1545 KEY_Y 0;0 0;0
1546 KEY_Y 0;0 0;0
1547 KEY_Y 0;0 0;0
1548 KEY_Y 0;0 0;0
1549 KEY_Y 0;0 0;0
1550 KEY_Y 0;0 0;0
1551 KEY_Y 0;0 0;0
1552 KEY_Y;KEY_X 0;0 0;0
1553 KEY_Y 0;0 0;0
1554 KEY_Y 0;0 0;0
1555 KEY_Y 0;0 0;0
1556 KEY_Y 0;0 0;0
1557 KEY_Y 0;0 0;0
1558 KEY_Y 0;0 0;0
1559 KEY_Y 0;0 0;0
1560 KEY_Y 0;0 0;0
1561 KEY_Y 0;0 0;0
